"","X","Precio","Superficie_Terreno","Superficie_Habitacional","Agno_Construccion","Antiguedad_Promedio","Avaluo_Fiscal","Avaluo_Fiscal_Unitario","Barrio","Calidad_Habitacional","IPV_General","Latitud","Longitud","Tipo_Comprador_Simple","Tipo_Vendedor_Simple","Trimestre","Valor_Unitario_Terreno","Valor_Unitario_Construccion_Habitacional_Promedio","Fecha_Transaccion","Precio_Unitario"
"1243",1243,14042,273,99,1962,50.6194025495743,4497.27785486109,16.4735452559014,"villa_el_dorado",3,194.959351316001,-33.39302,-70.560461,"Persona","Empresa","T1",11.2779839308186,15.0031132563971,"2019-03-02",51.4358974358974
"1244",1244,8000,273,84,1962,52.5307396581854,4259.05898486657,15.6009486625149,"villa_el_dorado",3.08333333333333,175.239428171678,-33.392738,-70.559648,"Persona","Persona","T3",11.2779839308186,14.2837208687664,"2017-09-07",29.3040293040293
"1245",1245,9009,273,73,1962,54.6145104872453,4176.54899809622,15.2987142787407,"villa_el_dorado",3,180.92248440859,-33.392691,-70.559513,"Empresa","Persona","T4",11.2779839308186,14.9373534841152,"2017-11-15",33
"1246",1246,11000,273,73,1962,56.6145104872453,4176.54899809622,15.2987142787407,"villa_el_dorado",3,194.959351316001,-33.392691,-70.559513,"Persona","Empresa","T1",11.2779839308186,14.9373534841152,"2019-03-17",40.2930402930403
"1247",1247,15250,333,195,1962,32.4938166049762,7600.58865477074,22.8245905548671,"villa_el_dorado",2,168.293977102397,-33.392638,-70.559364,"Persona","Persona","T4",11.2779839308186,21.1753262641082,"2016-10-16",45.7957957957958
"1248",1248,9729,273,165,1963,46.3703805753539,4615.40295569682,16.9062379329554,"estadio_croata",3.11515151515152,194.111243994392,-33.389471,-70.557336,"Persona","Persona","T2",11.2779839308186,13.4848539974811,"2019-04-07",35.6373626373626
"1249",1249,10500,273,79,1963,54.1511254520215,4297.94033751734,15.7433711996972,"estadio_croata",3,219.441437334406,-33.389325,-70.556976,"Persona","Persona","T3",11.2779839308186,14.9848964548253,"2021-07-16",38.4615384615385
"1250",1250,8482,273,105,1962,55.4222404551915,4507.67906811655,16.5116449381559,"estadio_croata",3,203.460525846961,-33.38918,-70.556616,"Empresa","Empresa","T4",11.2779839308186,15.0351259807057,"2019-11-23",31.0695970695971
"1251",1251,8600,276,73,1963,56.0000000000005,4217.92133199961,15.2823236666653,"estadio_croata",3,194.111243994392,-33.38964,-70.557243,"Persona","Persona","T2",11.2779839308186,14.9373534841152,"2019-06-13",31.1594202898551
"1252",1252,7070,267,85,1963,50.2694073861448,4292.36930076474,16.0762895159728,"estadio_croata",3,206.484804267472,-33.389484,-70.556855,"Empresa","Persona","T2",11.2779839308186,14.9727030811608,"2020-05-13",26.4794007490637
"1253",1253,8517,267,164,1963,20.1951219512196,5735.31534961763,21.4805818337739,"estadio_croata",3,170.517289945934,-33.389277,-70.556337,"Persona","Persona","T1",11.2779839308186,14.9373534841152,"2017-01-18",31.8988764044944
"1254",1254,9071,267,138,1962,44.947171694143,4690.43112516537,17.5671577721549,"estadio_croata",3,184.771172717264,-33.389173,-70.556079,"Persona","Persona","T2",11.2779839308186,14.6471714991549,"2018-06-16",33.9737827715356
"1255",1255,10000,273,163,1963,46.164504129905,4881.74573263205,17.8818525004837,"estadio_croata",3.06748466257669,180.92248440859,-33.389824,-70.556871,"Persona","Persona","T4",11.2779839308186,14.2566958707343,"2017-10-01",36.6300366300366
"1256",1256,7010,273,107,1963,29.8946822611324,4841.41841179697,17.7341333765457,"estadio_croata",3,153.207397204297,-33.389776,-70.556751,"Persona","Persona","T3",11.2779839308186,15.0379787000044,"2014-09-05",25.6776556776557
"1257",1257,12000,273,107,1963,35.8946822611324,4841.41841179697,17.7341333765457,"estadio_croata",3,204.936630465637,-33.389776,-70.556751,"Persona","Persona","T1",11.2779839308186,15.0379787000044,"2020-01-22",43.956043956044
"1258",1258,8128,273,90,1963,42.7689426059096,4489.82369074893,16.446240625454,"estadio_croata",3,165.230307506725,-33.389727,-70.556631,"Persona","Persona","T1",11.2779839308186,15.0096892336252,"2016-02-28",29.7728937728938
"1259",1259,5267,351,132,1963,39.6855620060476,5641.57187570585,16.0728543467403,"estadio_croata",3,165.230307506725,-33.389528,-70.556134,"Persona","Empresa","T1",11.2779839308186,14.3996329266633,"2016-01-31",15.005698005698
"1260",1260,9250,273,73,1963,57.0000000000005,4177.81868929689,15.3033651622597,"estadio_croata",3,206.729659496211,-33.38982,-70.556334,"Persona","Persona","T4",11.2779839308186,14.9373534841152,"2020-11-15",33.8827838827839
"1261",1261,10150,273,137,1963,45.2874226669951,5081.46916846826,18.6134401775394,"estadio_croata",3,219.441437334406,-33.389767,-70.556202,"Persona","Persona","T3",11.2779839308186,15.068946874577,"2021-09-12",37.1794871794872
"1262",1262,5983,273,73,1963,48.6356380833904,4316.08415346391,15.8098320639704,"villa_el_dorado",3,144.873578331725,-33.391061,-70.55683,"Persona","Persona","T2",11.2779839308186,14.9373534841152,"2014-04-26",21.9157509157509
"1263",1263,10500,273,137,2004,12,5632.94553257397,20.6335001193186,"villa_el_dorado",3,168.293977102397,-33.391358,-70.556439,"Persona","Persona","T4",11.2779839308186,14.9373534841152,"2016-10-20",38.4615384615385
"1264",1264,10319,273,99,1963,53.8181818181818,4404.18347262108,16.1325401927512,"villa_el_dorado",3,203.460525846961,-33.390942,-70.556644,"Empresa","Persona","T4",11.2779839308186,14.9373534841152,"2019-11-16",37.7985347985348
"1265",1265,16850,273,99,1963,55.8181818181818,4404.18347262108,16.1325401927512,"villa_el_dorado",3,219.441437334406,-33.390942,-70.556644,"Persona","Empresa","T3",11.2779839308186,14.9373534841152,"2021-09-18",61.7216117216117
"1266",1266,4938,297,87,1963,51.4999900413,4706.46510277177,15.8466838477164,"villa_el_dorado",3,157.865324062112,-33.391265,-70.554324,"Empresa","Empresa","T2",11.2779839308186,14.9373534841152,"2015-06-10",16.6262626262626
"1267",1267,6926,280,160,1963,19.2,5799.61898615727,20.7129249505617,"villa_el_dorado",3,153.291015051089,-33.39037,-70.555849,"Empresa","Persona","T4",11.2779839308186,14.9373534841152,"2014-11-13",24.7357142857143
"1268",1268,11546,280,160,1963,21.2,5799.61898615727,20.7129249505617,"villa_el_dorado",3,163.822591438889,-33.39037,-70.555849,"Persona","Empresa","T3",11.2779839308186,14.9373534841152,"2016-09-11",41.2357142857143
"1269",1269,12511,314,158,1963,28.4195146591489,6332.13874995967,20.1660469743939,"villa_el_dorado",3,157.865324062112,-33.390766,-70.556414,"Persona","Persona","T2",11.2779839308186,14.9373534841152,"2015-04-22",39.843949044586
"1270",1270,15500,273,190,1963,18.8421052631581,7353.0593075409,26.9342831778055,"villa_el_dorado",2,204.936630465637,-33.391237,-70.555885,"Persona","Persona","T1",11.2779839308186,20.4076263563009,"2020-03-11",56.7765567765568
"1271",1271,9376,273,167,1963,39.9546691616247,4943.4111838921,18.10773327433,"villa_el_dorado",3,163.822591438889,-33.391195,-70.555762,"Persona","Persona","T3",11.2779839308186,14.53135980556,"2016-09-01",34.3443223443223
"1272",1272,8776,273,178,1963,30.4739409667945,5427.51976380239,19.8810247758329,"villa_el_dorado",3,163.822591438889,-33.391403,-70.55577,"Empresa","Persona","T3",11.2779839308186,14.5738693971348,"2016-09-01",32.1465201465201
"1273",1273,8663,273,176,1963,17.7897727272727,6079.84837533477,22.2705068693581,"villa_el_dorado",3,193.660026564027,-33.391122,-70.554956,"Empresa","Persona","T4",11.2779839308186,14.9373534841152,"2018-11-16",31.7326007326007
"1274",1274,4512,273,65,1963,51,4119.90319770256,15.091220504405,"villa_el_dorado",3,144.873578331725,-33.390571,-70.555341,"Empresa","Persona","T2",11.2779839308186,14.9373534841152,"2014-05-16",16.5274725274725
"1275",1275,9300,273,73,1963,55.0000000000005,4177.81868929689,15.3033651622597,"villa_el_dorado",3,193.660026564027,-33.390456,-70.555398,"Persona","Persona","T4",11.2779839308186,14.9373534841152,"2018-11-30",34.0659340659341
"1276",1276,6090,273,99,1963,43.9320388349515,4630.57081088058,16.9617978420534,"villa_el_dorado",3,144.873578331725,-33.389998,-70.555382,"Empresa","Persona","T2",11.2779839308186,14.9373534841152,"2014-04-05",22.3076923076923
"1277",1277,10412,273,99,1963,44.9320388349515,4630.57081088058,16.9617978420534,"villa_el_dorado",3,157.865324062112,-33.389998,-70.555382,"Persona","Persona","T2",11.2779839308186,14.9373534841152,"2015-06-25",38.1391941391941
"1278",1278,9382,273,99,1963,46.9320388349515,4630.57081088058,16.9617978420534,"villa_el_dorado",3,175.239428171678,-33.389998,-70.555382,"Persona","Persona","T3",11.2779839308186,14.9373534841152,"2017-08-24",34.3663003663004
"1279",1279,8078,273,77,1963,55.8017622759223,4248.96411861508,15.5639711304582,"estadio_croata",3,206.729659496211,-33.388588,-70.554937,"Persona","Persona","T4",11.2779839308186,14.9796276234393,"2020-11-12",29.5897435897436
"1280",1280,12272,273,77,1963,56.8017622759223,4248.96411861508,15.5639711304582,"estadio_croata",3,219.627440182518,-33.388588,-70.554937,"Persona","Persona","T2",11.2779839308186,14.9796276234393,"2021-06-26",44.9523809523809
"1281",1281,5048,273,85,1963,50.3067009654148,4133.6495111484,15.1415733009099,"estadio_croata",3.49411764705882,144.873578331725,-33.388393,-70.554451,"Empresa","Persona","T2",11.2779839308186,11.9797937505502,"2014-05-02",18.4908424908425
"1282",1282,8642,273,85,1963,52.3067009654148,4133.6495111484,15.1415733009099,"estadio_croata",3.49411764705882,162.786907853474,-33.388393,-70.554451,"Empresa","Empresa","T2",11.2779839308186,11.9797937505502,"2016-05-27",31.6556776556777
"1283",1283,7906,332,143,1963,36.2993363540479,6729.07573166403,20.2683003965784,"estadio_croata",2,219.627440182518,-33.389003,-70.555445,"Persona","Empresa","T2",11.2779839308186,21.6263629806355,"2021-04-09",23.8132530120482
"1284",1284,8993,272,101,1962,55.5781678707349,4387.17279210093,16.1293117356652,"estadio_croata",3,181.339206495466,-33.38873,-70.554775,"Persona","Persona","T1",11.2779839308186,14.9720614218085,"2018-03-11",33.0625
"1285",1285,8457,273,122,1963,48.5146849136406,4628.78564744603,16.9552587818536,"estadio_croata",3,153.291015051089,-33.388513,-70.55424,"Persona","Persona","T4",11.2779839308186,14.9763491120037,"2014-11-14",30.978021978022
"1286",1286,15300,273,186,1963,33.2096774193549,6681.08918718338,24.4728541655069,"estadio_croata",2,219.627440182518,-33.388401,-70.553966,"Persona","Persona","T2",11.2779839308186,20.4076263563009,"2021-06-09",56.043956043956
"1287",1287,10696,273,180,1963,31.2106306859212,5549.10009357555,20.3263739691412,"estadio_croata",3,180.92248440859,-33.388297,-70.55371,"Persona","Persona","T4",11.2779839308186,14.6025199656585,"2017-12-31",39.1794871794872
"1288",1288,7298,267,65,1963,52,4039.69794456455,15.1299548485564,"estadio_croata",3,167.042508351275,-33.388847,-70.553741,"Persona","Persona","T4",11.2779839308186,14.9373534841152,"2015-10-31",27.3333333333333
"1289",1289,11000,267,65,1963,58,4039.69794456455,15.1299548485564,"estadio_croata",3,219.627440182518,-33.388847,-70.553741,"Persona","Persona","T2",11.2779839308186,14.9373534841152,"2021-05-05",41.1985018726592
"1290",1290,9976,273,163,1963,23.331085917139,5875.5851376206,21.5222898813941,"villa_el_dorado",3,200.769821018205,-33.390718,-70.554337,"Persona","Persona","T3",11.2779839308186,15.5279707622313,"2019-07-25",36.5421245421245
"1291",1291,7358,273,105,1963,52,4409.48068794166,16.1519439118742,"villa_el_dorado",3,167.042508351275,-33.390676,-70.554215,"Empresa","Persona","T4",11.2779839308186,14.9373534841152,"2015-11-18",26.952380952381
"1292",1292,6621,273,105,1963,57,4409.48068794166,16.1519439118742,"villa_el_dorado",3,204.936630465637,-33.390676,-70.554215,"Empresa","Empresa","T1",11.2779839308186,14.9373534841152,"2020-02-19",24.2527472527473
"1293",1293,8350,273,91,1963,47.095770251743,4457.79529540834,16.3289204960012,"villa_el_dorado",3,175.239428171678,-33.390633,-70.55409,"Empresa","Persona","T3",11.2779839308186,15.0116459064776,"2017-08-26",30.5860805860806
"1294",1294,9261,273,64,1963,58,4112.66374108612,15.0647023483008,"villa_el_dorado",3,219.441437334406,-33.390548,-70.553846,"Persona","Persona","T3",11.2779839308186,14.9373534841152,"2021-09-17",33.9230769230769
"1295",1295,5350,272,143,1963,45.6102469835678,4689.41424929818,17.2404935635962,"villa_el_dorado",3,181.339206495466,-33.390506,-70.553722,"Persona","Persona","T1",11.2779839308186,14.6113874056599,"2018-03-07",19.6691176470588
"1296",1296,9857,333,109,1963,53.9616111460707,5281.61343615888,15.8607010094861,"villa_el_dorado",3,200.769821018205,-33.390981,-70.554509,"Persona","Empresa","T3",11.2779839308186,15.0384295490622,"2019-07-10",29.6006006006006
"1297",1297,10245,333,109,1963,54.9616111460707,5281.61343615888,15.8607010094861,"villa_el_dorado",3,204.936630465637,-33.390981,-70.554509,"Empresa","Persona","T1",11.2779839308186,15.0384295490622,"2020-01-18",30.7657657657658
"1298",1298,10748,333,109,1963,55.9616111460707,5281.61343615888,15.8607010094861,"villa_el_dorado",3,219.627440182518,-33.390981,-70.554509,"Empresa","Empresa","T2",11.2779839308186,15.0384295490622,"2021-05-12",32.2762762762763
"1299",1299,11150,273,151,1963,37.4400329315934,6165.9522119325,22.5859055382143,"estadio_croata",3,184.771172717264,-33.387434,-70.552105,"Persona","Persona","T2",14.6723242231616,14.6953692972443,"2018-06-07",40.8424908424908
"1300",1300,7528,273,72,1963,52,5268.92478461489,19.3000907861351,"la_llaveria",3,153.984522795154,-33.387085,-70.551258,"Persona","Persona","T1",14.6723242231616,14.9373534841152,"2015-03-22",27.5750915750916
"1301",1301,9467,273,64,1963,53,5211.00929302055,19.0879461282804,"la_llaveria",3,163.822591438889,-33.386843,-70.550674,"Empresa","Persona","T3",14.6723242231616,14.9373534841152,"2016-08-03",34.6776556776557
"1302",1302,11650,272,150,1963,27.1901698543993,6336.36968797393,23.2954767940218,"la_llaveria",2.8,190.549339228614,-33.387608,-70.551212,"Persona","Persona","T3",14.6723242231616,14.2272402033725,"2018-07-26",42.8308823529412
"1303",1303,8800,273,70,1963,51.9999999999998,5220.46287631893,19.1225746385309,"la_llaveria",3.08571428571429,167.042508351275,-33.387507,-70.550964,"Persona","Persona","T4",14.6723242231616,14.2282532134436,"2015-11-12",32.2344322344322
"1304",1304,12000,267,211,1963,22.4943782797548,7249.97515407699,27.153464996543,"villa_el_dorado",2.64454976303318,153.984522795154,-33.387998,-70.551649,"Persona","Persona","T1",14.6723242231616,13.5299334830965,"2015-01-18",44.9438202247191
"1305",1305,10562,267,168,1963,34.8839034979187,6378.66009486625,23.8901127148549,"villa_el_dorado",3.04761904761905,194.959351316001,-33.387888,-70.551379,"Persona","Persona","T1",14.6723242231616,14.3928665411255,"2019-01-13",39.5580524344569
"1306",1306,7783,267,150,1963,27.3529310826038,6372.31870543061,23.866362192624,"la_llaveria",3,170.517289945934,-33.387725,-70.550979,"Persona","Persona","T1",14.6723242231616,14.4418152416842,"2017-03-31",29.1498127340824
"1307",1307,6535,267,143,1963,36.3395253628503,5988.79029395631,22.4299261945929,"la_llaveria",3,162.786907853474,-33.387571,-70.550605,"Persona","Empresa","T2",14.6723242231616,14.5793282024987,"2016-06-10",24.4756554307116
"1308",1308,7960,273,108,1963,52,5529.54454519054,20.2547419237749,"la_llaveria",3,167.042508351275,-33.387463,-70.550342,"Empresa","Persona","T4",14.6723242231616,14.9373534841152,"2015-12-26",29.1575091575092
"1309",1309,13500,273,108,1963,55,5529.54454519054,20.2547419237749,"la_llaveria",3,190.549339228614,-33.387463,-70.550342,"Persona","Empresa","T3",14.6723242231616,14.9373534841152,"2018-07-11",49.4505494505495
"1310",1310,10885,267,108,1963,42.2962580751789,5575.9483398406,20.8837016473431,"la_llaveria",3,203.460525846961,-33.387365,-70.550099,"Persona","Persona","T4",14.6723242231616,14.5155594150028,"2019-12-26",40.7677902621723
"1311",1311,11288,267,100,1964,56,5384.94149914491,20.1683202215165,"villa_el_dorado",3,204.936630465637,-33.389136,-70.552346,"Persona","Persona","T1",14.6723242231616,14.9373534841152,"2020-01-15",42.2771535580524
"1312",1312,9167,267,131,1963,45.2182937066611,5500.2282920848,20.6001059628644,"villa_el_dorado",3.06106870229008,172.054279594044,-33.389024,-70.5524,"Persona","Persona","T2",14.6723242231616,14.068375056722,"2017-06-10",34.3333333333333
"1313",1313,8008,273,169,1963,22.735314895245,6960.21745022749,25.4953020154853,"villa_el_dorado",3,190.549339228614,-33.389324,-70.552008,"Persona","Persona","T3",14.6723242231616,15.0721804728469,"2018-08-24",29.3333333333333
"1314",1314,7290,293,73,1963,54.0000000000005,5573.02500726017,19.0205631647105,"villa_el_dorado",3,170.517289945934,-33.389114,-70.552112,"Persona","Empresa","T1",14.6723242231616,14.9373534841152,"2017-01-21",24.8805460750853
"1315",1315,12500,273,112,1964,49.7142857142858,5722.36074989513,20.9610283878942,"villa_el_dorado",3,219.627440182518,-33.388933,-70.551818,"Persona","Persona","T2",14.6723242231616,14.9373534841152,"2021-04-01",45.7875457875458
"1316",1316,21000,273,124,1963,47.6332689999092,5545.00271046433,20.3113652397961,"villa_el_dorado",3.14516129032258,172.054279594044,-33.388819,-70.551875,"Persona","Persona","T2",14.6723242231616,13.5129289358363,"2017-06-11",76.9230769230769
"1317",1317,14800,450,250,1975,12.3494181107096,13683.7927785486,30.4084283967747,"nuestra_senora_del_rosario",2,200.769821018205,-33.393229,-70.563786,"Persona","Persona","T3",14.8682520731825,21.7750488488043,"2019-07-31",32.8888888888889
"1318",1318,16538,450,232,1987,26.5602481598464,11512.2533961473,25.5827853247718,"nuestra_senora_del_rosario",2.03879310344828,157.865324062112,-33.393177,-70.563618,"Persona","Persona","T2",14.8682520731825,21.3369258347738,"2015-05-07",36.7511111111111
"1319",1319,8950,225,104,1978,38,5175.08105579039,23.0003602479573,"nuestra_senora_del_rosario",3,168.293977102397,-33.39307,-70.563273,"Persona","Persona","T4",14.8682520731825,15.1877464631883,"2016-10-26",39.7777777777778
"1320",1320,9900,225,104,1978,41,5175.08105579039,23.0003602479573,"nuestra_senora_del_rosario",3,200.769821018205,-33.39307,-70.563273,"Persona","Persona","T3",14.8682520731825,15.1877464631883,"2019-08-31",44
"1321",1321,6367,225,81,1972,43,4784.65851376206,21.2651489500536,"nuestra_senora_del_rosario",3.1358024691358,157.865324062112,-33.393349,-70.56339,"Persona","Persona","T2",14.8682520731825,14.2643794379493,"2015-05-16",28.2977777777778
"1322",1322,10200,225,123,1972,41.1440697447463,5162.11926043045,22.9427522685798,"nuestra_senora_del_rosario",3,172.054279594044,-33.393169,-70.562818,"Persona","Persona","T2",14.8682520731825,14.8682872597607,"2017-04-01",45.3333333333333
"1323",1323,10450,225,85,1972,48.9140513328359,4750.529508567,21.11346448252,"nuestra_senora_del_rosario",3.17647058823529,215.258330269028,-33.393318,-70.56329,"Persona","Persona","T1",14.8682520731825,13.6836471449103,"2021-03-05",46.4444444444444
"1324",1324,10715,284,65,1963,57,5409.54744925946,19.0477022861249,"villa_el_dorado",3,204.936630465637,-33.388238,-70.55156,"Persona","Persona","T1",14.6723242231616,14.9373534841152,"2020-01-31",37.7288732394366
"1325",1325,11623,473,195,1963,39.4540603116297,9365.2697234681,19.7997245739283,"villa_el_dorado",3,180.92248440859,-33.389152,-70.550839,"Persona","Persona","T4",14.6723242231616,14.6005195468102,"2017-10-12",24.5729386892178
"1326",1326,11100,273,109,1963,29.0550458715595,5997.63595882676,21.9693624865449,"la_llaveria",3,168.293977102397,-33.387747,-70.550243,"Persona","Persona","T4",14.6723242231616,14.9373534841152,"2016-10-06",40.6593406593407
"1327",1327,8000,273,134,1963,30.9917053086731,6318.34964989836,23.1441379117156,"la_llaveria",3,141.696082456564,-33.38765,-70.549997,"Empresa","Persona","T1",14.6723242231616,15.0681557866161,"2014-01-04",29.3040293040293
"1328",1328,8000,273,134,1963,35.9917053086731,6318.34964989836,23.1441379117156,"la_llaveria",3,203.460525846961,-33.38765,-70.549997,"Persona","Empresa","T4",14.6723242231616,15.0681557866161,"2019-11-09",29.3040293040293
"1329",1329,6850,307,175,1963,22.9107950109244,8467.74686199219,27.5822373354794,"villa_el_dorado",2,141.696082456564,-33.388217,-70.55088,"Empresa","Persona","T1",14.6723242231616,21.5567208878164,"2014-01-16",22.3127035830619
"1330",1330,9359,267,99,1963,49.4949494949494,5403.83462940854,20.2390810090208,"la_llaveria",3,163.714201945077,-33.38781,-70.549852,"Persona","Persona","T3",14.6723242231616,14.9373534841152,"2015-08-08",35.0524344569288
"1331",1331,7590,273,155,1964,19.8838709677414,6748.7717079152,24.7207754868689,"villa_el_dorado",3,163.714201945077,-33.390181,-70.552801,"Persona","Persona","T3",14.6723242231616,14.9373534841152,"2015-09-04",27.8021978021978
"1332",1332,3227,273,83,1964,52.5927172128843,5240.40285889452,19.1956148677455,"villa_el_dorado",3.4578313253012,175.239428171678,-33.390143,-70.552688,"Empresa","Persona","T3",14.6723242231616,12.1969868922004,"2017-09-29",11.8205128205128
"1333",1333,3226,273,83,1964,52.5927172128843,5240.40285889452,19.1956148677455,"villa_el_dorado",3.4578313253012,180.92248440859,-33.390143,-70.552688,"Persona","Empresa","T4",14.6723242231616,12.1969868922004,"2017-10-19",11.8168498168498
"1334",1334,7146,293,65,1964,57,5526.58668645736,18.8620706022435,"villa_el_dorado",3,215.258330269028,-33.389742,-70.551527,"Persona","Persona","T1",14.6723242231616,14.9373534841152,"2021-01-10",24.3890784982935
"1335",1335,7552,273,166,1964,19.5361445783133,7769.63463586202,28.4602001313627,"villa_el_dorado",2,170.517289945934,-33.390348,-70.552688,"Persona","Persona","T1",14.6723242231616,20.4076263563009,"2017-01-11",27.6630036630037
"1336",1336,8491,273,114,1964,54,5593.11035461908,20.4875837165534,"villa_el_dorado",3,181.339206495466,-33.390298,-70.552543,"Empresa","Persona","T1",14.6723242231616,14.9373534841152,"2018-02-15",31.1025641025641
"1337",1337,14100,273,114,1964,55,5593.11035461908,20.4875837165534,"villa_el_dorado",3,194.959351316001,-33.390298,-70.552543,"Persona","Empresa","T1",14.6723242231616,14.9373534841152,"2019-01-30",51.6483516483516
"1338",1338,9550,267,162,1964,46.7922944099403,5740.41944435481,21.4996982934637,"villa_el_dorado",3,172.054279594044,-33.390019,-70.551734,"Persona","Persona","T2",14.6723242231616,14.5319080223328,"2017-05-25",35.7677902621723
"1339",1339,8053,267,137,1964,43.4655670002464,6004.36788099771,22.4882692172199,"villa_el_dorado",3,170.517289945934,-33.389878,-70.551316,"Persona","Persona","T1",14.6723242231616,15.068946874577,"2017-01-28",30.1610486891386
"1340",1340,13896,267,137,1964,45.4655670002464,6004.36788099771,22.4882692172199,"villa_el_dorado",3,203.460525846961,-33.389878,-70.551316,"Empresa","Persona","T4",14.6723242231616,15.068946874577,"2019-11-06",52.0449438202247
"1341",1341,30000,615,285,1974,27.2032870832336,26736.484366429,43.4739583193967,"villa_el_dorado",3,153.291015051089,-33.390634,-70.551698,"Empresa","Persona","T4",32.1569165241522,14.8936198141378,"2014-10-29",48.780487804878
"1342",1342,7325,200,105,1973,38.2380952380954,6455.56345390597,32.2778172695298,"estadio_croata",3,141.696082456564,-33.385904,-70.552517,"Persona","Persona","T1",22.2217095285728,15.1877464631883,"2014-02-02",36.625
"1343",1343,14284,450,162,1976,37.4010076812845,10524.6253428415,23.3880563174256,"nuestra_senora_del_rosario",2.31481481481481,170.517289945934,-33.39248,-70.563306,"Persona","Persona","T1",14.8682520731825,19.9476163003692,"2017-03-12",31.7422222222222
"1344",1344,12174,363,111,1972,48.6607828094375,7488.84147010422,20.6304172730144,"nuestra_senora_del_rosario",3.27027027027027,219.627440182518,-33.3932,-70.564845,"Empresa","Persona","T2",14.8682520731825,13.8042990858574,"2021-05-22",33.5371900826446
"1345",1345,9000,367,116,1971,35.9827586206898,7817.44235423187,21.3009328453184,"nuestra_senora_del_rosario",3,141.696082456564,-33.393014,-70.564245,"Persona","Persona","T1",14.8682520731825,15.1877464631883,"2014-02-27",24.5231607629428
"1346",1346,11955,184,133,1968,25.9473684210527,4294.4411926043,23.3393543076321,"estadio_croata",3,203.460525846961,-33.386836,-70.553387,"Persona","Persona","T4",11.2779839308186,15.1877464631883,"2019-10-04",64.9728260869565
"1347",1347,6576,184,65,1969,49,2793.75005646801,15.1834242199348,"estadio_croata",4,193.660026564027,-33.386462,-70.553418,"Empresa","Persona","T4",11.2779839308186,8.38840745915558,"2018-10-10",35.7391304347826
"1348",1348,8218,184,94,1969,50,3431.68416637088,18.6504574259287,"estadio_croata",3,200.769821018205,-33.385896,-70.553463,"Empresa","Persona","T3",11.2779839308186,15.1877464631883,"2019-08-30",44.6630434782609
"1350",1350,8546,256,72,1975,36.9999999999998,5289.66454777193,20.6627521397341,"villa_el_dorado",3,153.984522795154,-33.389295,-70.55023,"Empresa","Persona","T1",14.6723242231616,15.1877464631883,"2015-01-28",33.3828125
"1351",1351,7400,256,64,1972,43.9999999999998,4832.80749249782,18.8781542675696,"villa_el_dorado",4,168.293977102397,-33.389562,-70.550386,"Empresa","Persona","T4",14.6723242231616,8.38840745915558,"2016-12-18",28.90625
"1352",1352,8786,256,63,1972,44,5130.67138846762,20.0416851112016,"villa_el_dorado",3,163.822591438889,-33.389521,-70.550262,"Persona","Persona","T3",14.6723242231616,15.1877464631883,"2016-07-20",34.3203125
"1353",1353,6969,256,63,1972,49,5130.67138846762,20.0416851112016,"villa_el_dorado",3,219.441437334406,-33.389135,-70.549143,"Persona","Persona","T3",14.6723242231616,15.1877464631883,"2021-07-08",27.22265625
"1354",1354,14150,332,213,1975,29.4119995372644,8442.54551321351,25.4293539554624,"nuestra_senora_del_rosario",3.07042253521127,190.549339228614,-33.392231,-70.563676,"Persona","Persona","T3",14.8682520731825,14.456801969495,"2018-09-29",42.6204819277108
"1355",1355,13100,348,199,1972,29.6017669934195,9763.32154496467,28.055521680933,"nuestra_senora_del_rosario",1.8391959798995,157.865324062112,-33.391881,-70.563247,"Empresa","Persona","T2",14.8682520731825,20.622123996981,"2015-05-27",37.6436781609195
"1356",1356,12500,370,90,1970,50.0000000000002,7464.13916943629,20.1733491065846,"nuestra_senora_del_rosario",3,204.936630465637,-33.392307,-70.564594,"Persona","Persona","T1",14.8682520731825,15.1877464631883,"2020-03-06",33.7837837837838
"1357",1357,9685,370,94,1970,45.0000000000002,7506.07776451228,20.286696660844,"nuestra_senora_del_rosario",3,153.984522795154,-33.392664,-70.565036,"Persona","Persona","T1",14.8682520731825,15.1877464631883,"2015-01-31",26.1756756756757
"1358",1358,15700,370,108,1971,46.8333333333335,7670.9595689071,20.7323231592084,"nuestra_senora_del_rosario",3,184.771172717264,-33.392603,-70.564847,"Persona","Persona","T2",14.8682520731825,15.1877464631883,"2018-06-24",42.4324324324324
"1359",1359,13900,386,134,1971,47.3450723612029,8050.77432157723,20.8569282942415,"nuestra_senora_del_rosario",3.1044776119403,219.627440182518,-33.392443,-70.564344,"Persona","Persona","T2",14.8682520731825,14.3244981085534,"2021-04-03",36.0103626943005
"1360",1360,14000,450,218,1972,37.7031423160461,10299.4256719693,22.8876126043762,"nuestra_senora_del_rosario",3,172.054279594044,-33.391798,-70.570968,"Persona","Persona","T2",14.8682520731825,14.9834684220975,"2017-05-24",31.1111111111111
"1361",1361,23967,345,260,2015,4.6742522344548,11847.0702139331,34.3393339534293,"nuestra_senora_del_rosario",1.86153846153846,203.129032075637,-33.391341,-70.570126,"Persona","Persona","T3",14.8682520731825,20.2062069357915,"2020-07-09",69.4695652173913
"1362",1362,15000,500,140,1971,46,10366.3668807073,20.7327337614146,"juan_xxiii",3,172.054279594044,-33.390971,-70.57077,"Persona","Persona","T2",14.8682520731825,15.1877464631883,"2017-04-02",30
