"","X","Precio","Superficie_Terreno","Superficie_Habitacional","Agno_Construccion","Antiguedad_Promedio","Avaluo_Fiscal","Avaluo_Fiscal_Unitario","Barrio","Calidad_Habitacional","IPV_General","Latitud","Longitud","Tipo_Comprador_Simple","Tipo_Vendedor_Simple","Trimestre","Valor_Unitario_Terreno","Valor_Unitario_Construccion_Habitacional_Promedio","Fecha_Transaccion","Precio_Unitario"
"503",503,16158,622,189,1969,47.3701725228482,13722.9018747378,22.062543206974,"jardin_del_este",3,190.549339228614,-33.395366,-70.585697,"Empresa","Empresa","T3",16.3665903004098,14.8481731617672,"2018-08-01",25.9774919614148
"504",504,22880,610,310,1976,42,19924.4015359298,32.6629533375898,"jardin_del_este",1.32258064516129,184.771172717264,-33.394573,-70.585005,"Persona","Persona","T2",16.5971088380498,29.6314591580953,"2018-04-04",37.5081967213115
"505",505,17952,510,156,1984,35,12648.2171598206,24.8004258035698,"jardin_del_este",2,203.460525846961,-33.394052,-70.586299,"Persona","Empresa","T4",16.5971088380498,22.6419768342476,"2019-11-21",35.2
"506",506,26250,1010,222,1965,48.9262818925879,23150.5476105966,22.9213342679174,"jardin_del_este",2.12162162162162,203.460525846961,-33.393658,-70.586403,"Persona","Empresa","T4",16.5971088380498,21.5760833484907,"2019-10-19",25.990099009901
"507",507,52500,1050,389,1965,37.2813146994004,24973.5090510148,23.7842943342998,"jardin_del_este",2,184.771172717264,-33.393963,-70.585678,"Empresa","Persona","T2",16.5971088380498,21.7792694359988,"2018-05-12",50
"508",508,54764,1389,341,1966,50.2855327054701,30019.1728243684,21.6120754675078,"jardin_del_este",1.16422287390029,215.258330269028,-33.393997,-70.585422,"Empresa","Persona","T1",16.5971088380498,32.1319905673446,"2021-02-24",39.4269258459323
"509",509,41922,937,372,1968,27.8393723299657,25694.8922913104,27.4225104496376,"jardin_del_este",2.15860215053763,167.042508351275,-33.393821,-70.585251,"Empresa","Persona","T4",16.5971088380498,21.3681759122641,"2015-10-04",44.7406616862327
"510",510,32000,1095,296,1970,44.9999999999998,27417.9495014682,25.0392232890121,"jardin_del_este",2,167.042508351275,-33.3943,-70.585029,"Persona","Empresa","T4",16.5971088380498,22.6419768342476,"2015-10-10",29.2237442922374
"511",511,31134,1040,450,1966,18.3151887294021,35744.0988351457,34.3693258030247,"jardin_del_este",1,168.293977102397,-33.393175,-70.584311,"Persona","Persona","T4",16.5971088380498,35.2626083837321,"2016-10-13",29.9365384615385
"512",512,10600,198,137,1965,53.0000000000002,5588.6165338324,28.2253360294566,"jardin_del_este",3,181.339206495466,-33.392959,-70.588053,"Persona","Persona","T1",18.0954793327095,15.1877464631883,"2018-03-23",53.5353535353535
"513",513,9988,239,113,1965,47.2035398230089,6291.35236036269,26.3236500433585,"jardin_del_este",3,165.230307506725,-33.39318,-70.587615,"Persona","Persona","T1",18.0954793327095,15.1877464631883,"2016-02-18",41.7907949790795
"514",514,13750,239,113,1965,49.2035398230089,6291.35236036269,26.3236500433585,"jardin_del_este",3,184.771172717264,-33.39318,-70.587615,"Persona","Persona","T2",18.0954793327095,15.1877464631883,"2018-05-25",57.5313807531381
"515",515,21000,1104,363,1969,31.2565458054237,28682.3308379852,25.9803721358562,"jardin_del_este",2,170.517289945934,-33.390764,-70.583426,"Empresa","Empresa","T1",16.5971088380498,22.0202980511275,"2017-01-08",19.0217391304348
"516",516,45000,1221,390,1977,42.2896920703474,30423.5053079926,24.9168757641217,"jardin_del_este",2.19230769230769,206.484804267472,-33.390402,-70.583123,"Persona","Persona","T2",16.5971088380498,21.0478593046404,"2020-05-17",36.8550368550369
"517",517,47300,1695,471,1969,44.4159845671645,39861.8045561615,23.5172888236941,"jardin_del_este",2.31634819532909,190.549339228614,-33.390604,-70.582713,"Persona","Empresa","T3",16.5971088380498,20.2838445087957,"2018-08-04",27.905604719764
"518",518,17200,265,146,1965,40.8665339018296,7233.94130554032,27.2978917190201,"jardin_del_este",3,193.660026564027,-33.393431,-70.587367,"Persona","Persona","T4",18.0954793327095,14.7750751908154,"2018-12-16",64.9056603773585
"519",519,13500,252,127,1965,52,6645.2950534026,26.3702184658833,"jardin_del_este",3,175.239428171678,-33.393264,-70.587255,"Persona","Persona","T3",18.0954793327095,15.1877464631883,"2017-08-31",53.5714285714286
"520",520,14500,353,136,1965,48.6838235294117,8944.70417217902,25.3391053036233,"jardin_del_este",3,163.822591438889,-33.392965,-70.586997,"Persona","Persona","T3",18.0954793327095,15.1877464631883,"2016-08-12",41.0764872521246
"521",521,15500,280,126,1965,55,7236.07821625633,25.8431364866297,"jardin_del_este",3,206.729659496211,-33.392799,-70.587278,"Persona","Persona","T4",18.0954793327095,15.1877464631883,"2020-12-04",55.3571428571429
"522",522,11388,280,160,1965,52,7568.1398793198,27.0290709975707,"jardin_del_este",3,170.517289945934,-33.392749,-70.587385,"Persona","Persona","T1",18.0954793327095,15.1877464631883,"2017-02-23",40.6714285714286
"523",523,12800,246,126,1965,52,6506.83930818625,26.45056629344,"jardin_del_este",3,180.92248440859,-33.392701,-70.587485,"Persona","Persona","T4",18.0954793327095,15.1877464631883,"2017-12-30",52.0325203252033
"524",524,13700,305,126,1962,49.9761904761908,7790.8109451131,25.5436424429938,"jardin_del_este",3,163.822591438889,-33.392504,-70.586781,"Persona","Persona","T3",18.0954793327095,15.1877464631883,"2016-09-17",44.9180327868852
"525",525,16300,281,113,1962,55.0000000000002,7081.87270497886,25.2023939678963,"jardin_del_este",3,172.054279594044,-33.392407,-70.58672,"Persona","Persona","T2",18.0954793327095,15.1877464631883,"2017-04-13",58.0071174377224
"526",526,13224,360,126,1962,52,8897.64409021974,24.7156780283882,"jardin_del_este",3,141.696082456564,-33.392085,-70.586518,"Empresa","Persona","T1",18.0954793327095,15.1877464631883,"2014-01-22",36.7333333333333
"527",527,14650,360,126,1962,52,8897.64409021974,24.7156780283882,"jardin_del_este",3,153.207397204297,-33.392085,-70.586518,"Persona","Empresa","T3",18.0954793327095,15.1877464631883,"2014-07-19",40.6944444444444
"528",528,17900,360,126,1962,57,8897.64409021974,24.7156780283882,"jardin_del_este",3,194.959351316001,-33.392085,-70.586518,"Persona","Persona","T1",18.0954793327095,15.1877464631883,"2019-03-28",49.7222222222222
"529",529,14000,404,174,1963,40.7183908045977,10009.6277306315,24.7763062639394,"jardin_del_este",2,153.207397204297,-33.392676,-70.587057,"Persona","Persona","T3",18.0954793327095,22.6419768342476,"2014-09-28",34.6534653465347
"530",530,19700,404,174,1963,46.7183908045977,10009.6277306315,24.7763062639394,"jardin_del_este",2,206.484804267472,-33.392676,-70.587057,"Persona","Persona","T2",18.0954793327095,22.6419768342476,"2020-05-10",48.7623762376238
"531",531,10814,411,248,1963,48.3085740962322,10735.6897163693,26.12089955321,"jardin_del_este",3,200.769821018205,-33.392465,-70.587432,"Persona","Empresa","T3",18.0954793327095,14.6173572080362,"2019-09-28",26.3114355231144
"532",532,29500,411,248,1963,50.3085740962322,10735.6897163693,26.12089955321,"jardin_del_este",3,215.258330269028,-33.392465,-70.587432,"Empresa","Persona","T1",18.0954793327095,14.6173572080362,"2021-01-22",71.7761557177616
"533",533,12901,357,122,1962,52,8795.95689071021,24.6385347078717,"jardin_del_este",3,144.873578331725,-33.392139,-70.5873,"Persona","Persona","T2",18.0954793327095,15.1877464631883,"2014-04-19",36.1372549019608
"534",534,11155,242,153,1963,46.8823529411764,6731.27711271014,27.8151946806204,"jardin_del_este",3,153.207397204297,-33.392019,-70.587424,"Persona","Persona","T3",18.0954793327095,15.1877464631883,"2014-08-09",46.0950413223141
"535",535,18000,242,153,1963,52.8823529411764,6731.27711271014,27.8151946806204,"jardin_del_este",3,206.484804267472,-33.392019,-70.587424,"Empresa","Persona","T2",18.0954793327095,15.1877464631883,"2020-04-05",74.3801652892562
"536",536,18450,242,153,1963,53.8823529411764,6731.27711271014,27.8151946806204,"jardin_del_este",3,219.627440182518,-33.392019,-70.587424,"Persona","Empresa","T2",18.0954793327095,15.1877464631883,"2021-04-18",76.2396694214876
"537",537,16665,392,126,1963,51,9602.0833467781,24.4951105785156,"jardin_del_este",3,153.291015051089,-33.392081,-70.586952,"Persona","Empresa","T4",18.0954793327095,15.1877464631883,"2014-10-29",42.5127551020408
"538",538,14056,392,166,1962,45.4096385542171,10138.3801426221,25.8632146495462,"jardin_del_este",3,153.984522795154,-33.391953,-70.586872,"Persona","Persona","T1",18.0954793327095,15.1877464631883,"2015-01-24",35.8571428571429
"539",539,15100,435,168,1963,50.6605143000588,8833.83569423381,20.3076682626065,"jardin_del_este",3.28571428571429,162.786907853474,-33.391706,-70.586888,"Persona","Persona","T2",18.0954793327095,13.0193306152706,"2016-05-20",34.7126436781609
"540",540,16500,425,211,1963,51.5498266157574,10704.3428737375,25.1866891146765,"jardin_del_este",3,163.714201945077,-33.391252,-70.58691,"Persona","Persona","T3",18.0954793327095,14.8152963966329,"2015-07-29",38.8235294117647
"541",541,13983,375,164,1962,56,9574.12158368559,25.5309908898282,"jardin_del_este",3,190.549339228614,-33.391072,-70.586556,"Persona","Persona","T3",18.0954793327095,15.1877464631883,"2018-08-09",37.288
"542",542,23250,338,135,1962,48.5835756114552,8583.30221677261,25.3943852567237,"jardin_del_este",3.14074074074074,203.460525846961,-33.391034,-70.586773,"Persona","Persona","T4",18.0954793327095,14.2308024552133,"2019-12-20",68.7869822485207
"543",543,11688,360,134,1962,53,8200.19392726921,22.7783164646367,"jardin_del_este",3,157.865324062112,-33.390812,-70.586546,"Empresa","Persona","T2",18.0954793327095,15.1877464631883,"2015-04-26",32.4666666666667
"544",544,15300,240,90,1962,55.4444444444443,6020.81039656675,25.0867099856948,"jardin_del_este",3,204.936630465637,-33.391014,-70.586283,"Persona","Persona","T1",18.0954793327095,15.1877464631883,"2020-02-21",63.75
"545",545,36000,1073,275,1967,49,25553.9597947791,23.8154331731399,"jardin_del_este",2,163.822591438889,-33.390826,-70.584505,"Persona","Persona","T3",16.5971088380498,22.6419768342476,"2016-07-13",33.5507921714818
"546",546,41961,1073,275,1967,51,25553.9597947791,23.8154331731399,"jardin_del_este",2,193.660026564027,-33.390826,-70.584505,"Persona","Persona","T4",16.5971088380498,22.6419768342476,"2018-10-20",39.1062441752097
"547",547,50000,2739,618,1971,44,57447.3487786777,20.9738403719159,"jardin_del_este",2.16504854368932,153.984522795154,-33.390161,-70.584855,"Persona","Empresa","T1",16.5971088380498,21.5425707619634,"2015-01-17",18.254837531946
"548",548,44000,1327,401,1981,36,33785.1759220419,25.4598160678537,"jardin_del_este",2,175.239428171678,-33.388555,-70.583967,"Persona","Empresa","T3",16.5971088380498,22.2686564302016,"2017-08-03",33.1574981160512
"549",549,23388,848,243,1968,50,20376.1830531445,24.0285177513496,"jardin_del_este",2,181.339206495466,-33.387465,-70.583338,"Persona","Empresa","T1",16.5971088380498,22.6419768342476,"2018-02-14",27.5801886792453
"550",550,31000,848,243,1968,50,20376.1830531445,24.0285177513496,"jardin_del_este",2,184.771172717264,-33.387465,-70.583338,"Persona","Persona","T2",16.5971088380498,22.6419768342476,"2018-06-29",36.5566037735849
"551",551,13158,400,180,1970,32.2037911079844,10727.7669323352,26.819417330838,"jardin_del_este",2,144.873578331725,-33.390095,-70.585343,"Persona","Persona","T2",16.5971088380498,21.9182785363678,"2014-04-12",32.895
"552",552,20541,400,180,1970,37.2037911079844,10727.7669323352,26.819417330838,"jardin_del_este",2,200.769821018205,-33.390095,-70.585343,"Persona","Persona","T3",16.5971088380498,21.9182785363678,"2019-07-19",51.3525
"553",553,20000,506,198,1970,48.2764700648256,11609.6787131748,22.9440290774206,"jardin_del_este",3,194.959351316001,-33.389242,-70.584817,"Persona","Persona","T1",16.5971088380498,14.7908426043844,"2019-01-24",39.5256916996047
"554",554,13500,457,197,1977,27.1887362824796,12861.6612564938,28.1436788982359,"jardin_del_este",2,144.873578331725,-33.388991,-70.584657,"Persona","Persona","T2",16.5971088380498,22.4441786279349,"2014-04-17",29.5404814004376
"555",555,24100,457,197,1977,32.1887362824796,12861.6612564938,28.1436788982359,"jardin_del_este",2,200.769821018205,-33.388991,-70.584657,"Persona","Persona","T3",16.5971088380498,22.4441786279349,"2019-07-17",52.7352297592998
"556",556,17000,416,214,1971,41.0791495610138,10547.5831370398,25.3547671563457,"jardin_del_este",3,219.627440182518,-33.387258,-70.583529,"Persona","Persona","T2",16.5971088380498,14.8572405396422,"2021-06-18",40.8653846153846
"557",557,17849,354,161,1970,43.3125019629988,8391.96992675293,23.7061297365902,"borde_rio_casa_piedra",3,170.517289945934,-33.386777,-70.583275,"Persona","Empresa","T1",16.5971088380498,14.748440453009,"2017-03-04",50.4209039548023
"558",558,16700,391,91,1975,39.9999999999998,8900.98415669065,22.7646653623802,"borde_rio_casa_piedra",3,163.714201945077,-33.386346,-70.5831,"Persona","Persona","T3",16.5971088380498,15.1877464631883,"2015-07-02",42.7109974424552
"559",559,33243,800,392,1969,40.4580280301429,22583.4312865025,28.2292891081281,"jardin_del_este",2.02295918367347,184.771172717264,-33.389335,-70.583764,"Persona","Persona","T2",16.5971088380498,22.4708337900141,"2018-05-31",41.55375
"560",560,38200,830,316,1971,48.4398734177216,21372.7362460069,25.7502846337433,"jardin_del_este",2,203.129032075637,-33.389014,-70.583566,"Persona","Persona","T3",16.5971088380498,22.6419768342476,"2020-08-26",46.0240963855422
"561",561,33876,1153,328,1967,51,27762.6728082346,24.0786407703683,"jardin_del_este",2,181.339206495466,-33.39016,-70.582973,"Persona","Empresa","T1",16.5971088380498,22.6419768342476,"2018-02-07",29.3807458803122
"562",562,40500,1153,328,1967,51,27762.6728082346,24.0786407703683,"jardin_del_este",2,184.771172717264,-33.39016,-70.582973,"Persona","Persona","T2",16.5971088380498,22.6419768342476,"2018-06-07",35.1257588898526
"563",563,31529,931,168,1965,49,20445.0723113162,21.9603354579121,"jardin_del_este",2.16666666666667,153.207397204297,-33.389617,-70.582669,"Persona","Empresa","T3",16.5971088380498,21.1813079833955,"2014-09-03",33.8657357679914
"564",564,43000,931,168,1965,56,20445.0723113162,21.9603354579121,"jardin_del_este",2.16666666666667,219.441437334406,-33.389617,-70.582669,"Empresa","Persona","T3",16.5971088380498,21.1813079833955,"2021-07-11",46.186895810956
"565",565,75000,2006,256,1969,50.9999999999998,41667.4443548127,20.7714079535457,"jardin_del_este",2.11328125,206.729659496211,-33.388737,-70.582131,"Persona","Persona","T4",16.5971088380498,21.6491784746841,"2020-11-12",37.3878364905284
"566",566,39500,1110,517,1967,37.5421100897865,35151.6065954632,31.6681140499668,"jardin_del_este",1.11605415860735,200.769821018205,-33.388348,-70.581801,"Persona","Persona","T3",16.5971088380498,32.2250761230283,"2019-09-08",35.5855855855856
"567",567,20770,980,411,1965,52,23941.8067180794,24.4304150184484,"jardin_del_este",2.27980535279805,172.054279594044,-33.389661,-70.582115,"Persona","Empresa","T2",16.5971088380498,20.1897590554449,"2017-04-07",21.1938775510204
"568",568,46000,980,257,1967,40.4661161837769,22514.8209157497,22.9743070568875,"jardin_del_este",2.65369649805447,219.441437334406,-33.389343,-70.581913,"Persona","Persona","T3",16.5971088380498,16.8820191652826,"2021-07-08",46.9387755102041
"569",569,16615,462,152,1967,52.3684210526314,10504.2859862541,22.7365497537968,"jardin_del_este",3,206.729659496211,-33.393878,-70.587352,"Persona","Persona","T4",16.3665903004098,15.1877464631883,"2020-12-05",35.9632034632035
"570",570,20200,700,293,1967,31.0646226267409,17615.5946565132,25.1651352235903,"jardin_del_este",2,153.207397204297,-33.393696,-70.587388,"Persona","Empresa","T3",16.3665903004098,22.3464132787595,"2014-08-22",28.8571428571429
"571",571,23500,686,140,1969,46,14622.3606208254,21.3153944909991,"jardin_del_este",3,157.865324062112,-33.393728,-70.587155,"Persona","Persona","T2",16.3665903004098,15.1877464631883,"2015-05-29",34.2565597667638
"572",572,43000,934,287,1971,48,21642.9405633894,23.1723132370336,"jardin_del_este",3.08362369337979,203.460525846961,-33.387635,-70.581945,"Persona","Persona","T4",16.5971088380498,14.6767443130369,"2019-10-03",46.0385438972163
"573",573,37000,989,274,1970,50,23699.4839792198,23.9630778354093,"jardin_del_este",2.13503649635036,203.129032075637,-33.387937,-70.581441,"Persona","Persona","T3",16.5971088380498,21.4585152105645,"2020-09-10",37.4115267947422
"574",574,28000,1000,215,1968,44.2953709906135,22717.5975283147,22.7175975283147,"jardin_del_este",2.11627906976744,153.207397204297,-33.388218,-70.581203,"Persona","Persona","T3",16.5971088380498,21.6229055429555,"2014-09-06",28
"575",575,53108,950,449,1970,26.7616926503345,28046.1256493821,29.5222375256654,"jardin_del_este",2,203.460525846961,-33.387913,-70.581004,"Empresa","Empresa","T4",16.5971088380498,22.6419768342476,"2019-11-28",55.9031578947368
"576",576,22419,903,214,1975,39.1286460471929,19678.9351424607,21.7928406893252,"jardin_del_este",3.27102803738318,167.042508351275,-33.38715,-70.581928,"Empresa","Empresa","T4",16.5971088380498,12.8777123077022,"2015-10-03",24.8272425249169
"577",577,42199,1085,362,1966,42.4751647479927,26681.6386370237,24.59137201569,"jardin_del_este",2.0414364640884,157.865324062112,-33.393419,-70.5856,"Persona","Empresa","T2",16.5971088380498,22.2229323298847,"2015-04-22",38.8930875576037
"578",578,41158,920,295,1970,46.0000000000002,25655.2142880191,27.8861024869773,"jardin_del_este",1,168.293977102397,-33.39238,-70.586339,"Persona","Empresa","T4",16.5971088380498,33.9966950201637,"2016-10-27",44.7369565217391
"579",579,33305,844,393,1970,33.6157760814253,24121.9161046756,28.580469318336,"jardin_del_este",2,162.786907853474,-33.391941,-70.584873,"Persona","Persona","T2",16.5971088380498,22.6419768342476,"2016-05-20",39.4609004739336
"580",580,40000,1387,238,1974,40.0000000000005,31328.7045916556,22.5873861511576,"jardin_del_este",2,153.291015051089,-33.391611,-70.584658,"Empresa","Persona","T4",16.5971088380498,22.6419768342476,"2014-12-17",28.8392213410238
"581",581,37500,1404,388,1968,44.6403449280167,34032.6336033042,24.2397675237209,"jardin_del_este",2.15721649484536,153.291015051089,-33.391502,-70.584913,"Empresa","Persona","T4",16.5971088380498,21.3755284600515,"2014-10-23",26.7094017094017
"582",582,35000,1184,270,1970,43.7616148772045,27882.1953147688,23.5491514482845,"jardin_del_este",2,180.92248440859,-33.391185,-70.585664,"Empresa","Empresa","T4",16.5971088380498,22.6419768342476,"2017-11-08",29.5608108108108
"583",583,20006,587,167,1968,47,14807.008583137,25.2248868537257,"jardin_del_este",2.16167664670659,157.865324062112,-33.38335,-70.573517,"Persona","Empresa","T2",18.0954793327095,21.2250405837205,"2015-04-01",34.0817717206133
"584",584,19500,528,140,1971,49,13542.9073924688,25.6494458190697,"jardin_del_este",2,203.129032075637,-33.38338,-70.574153,"Persona","Empresa","T3",18.0954793327095,22.6419768342476,"2020-07-16",36.9318181818182
"585",585,22000,600,149,1975,44.6237504318772,15427.8236907489,25.7130394845815,"jardin_del_este",2,206.484804267472,-33.383166,-70.574104,"Persona","Persona","T2",18.0954793327095,22.6419768342476,"2020-05-24",36.6666666666667
"586",586,17500,416,148,1971,47.6042261203581,10474.199283663,25.1783636626514,"jardin_del_este",2.94594594594595,194.959351316001,-33.383795,-70.575158,"Persona","Persona","T1",18.0954793327095,14.9029884265284,"2019-02-16",42.0673076923077
"587",587,16528,424,140,1971,45.9419744387108,10766.2492659159,25.3920973252733,"jardin_del_este",3,175.239428171678,-33.383506,-70.575162,"Persona","Empresa","T3",18.0954793327095,15.1877464631883,"2017-07-05",38.9811320754717
"588",588,21800,416,224,1994,25,13669.2290019683,32.8587235624238,"jardin_del_este",2,194.959351316001,-33.383649,-70.574873,"Persona","Persona","T1",18.0954793327095,22.6419768342476,"2019-01-04",52.4038461538462
"589",589,19300,416,160,1967,54,10395.5997870349,24.9894225649877,"jardin_del_este",3,219.627440182518,-33.383505,-70.574876,"Persona","Persona","T2",18.0954793327095,15.0240236214317,"2021-06-18",46.3942307692308
"590",590,10000,255,70,1967,53,6173.05559678616,24.2080611638673,"jardin_del_este",3,206.484804267472,-33.384068,-70.576044,"Persona","Empresa","T2",18.0954793327095,15.1877464631883,"2020-05-28",39.2156862745098
"591",591,15504,255,151,1967,32.4534075335603,7307.98389855119,28.6587603864753,"jardin_del_este",3,165.230307506725,-33.383842,-70.576044,"Persona","Persona","T1",18.0954793327095,15.1010058847742,"2016-02-25",60.8
"592",592,17000,255,151,1967,35.4534075335603,7307.98389855119,28.6587603864753,"jardin_del_este",3,194.111243994392,-33.383842,-70.576044,"Persona","Persona","T2",18.0954793327095,15.1010058847742,"2019-05-05",66.6666666666667
"593",593,10326,259,79,1967,45.1265822784812,6393.28163015069,24.6844850584969,"jardin_del_este",3,163.822591438889,-33.383887,-70.57575,"Persona","Persona","T3",18.0954793327095,15.1877464631883,"2016-08-04",39.8687258687259
"594",594,17000,336,221,1967,17.4276576788159,11725.4817850344,34.8972672173643,"jardin_del_este",1.86425339366516,168.293977102397,-33.384124,-70.57587,"Persona","Persona","T4",18.0954793327095,21.2875661430767,"2016-12-18",50.5952380952381
"595",595,12000,246,164,1967,22.5670731707319,7524.13716885547,30.585923450632,"jardin_del_este",3,157.865324062112,-33.383428,-70.575741,"Persona","Persona","T2",18.0954793327095,15.1877464631883,"2015-06-21",48.780487804878
"596",596,18840,464,182,1975,40.418204775975,11992.4305443516,25.8457554835164,"borde_rio_casa_piedra",3,184.771172717264,-33.383952,-70.586036,"Persona","Persona","T2",18.0954793327095,14.8854889091761,"2018-04-14",40.6034482758621
"597",597,19700,426,170,1970,43.8407148041117,11105.1924106999,26.0685267856805,"jardin_del_este",2.95294117647059,203.129032075637,-33.384105,-70.576584,"Persona","Persona","T3",18.0954793327095,15.5140606840103,"2020-07-08",46.2441314553991
"598",598,14819,426,140,1972,44,11385.1671453002,26.7257444725357,"borde_rio_casa_piedra",2,168.293977102397,-33.383809,-70.576587,"Persona","Persona","T4",18.0954793327095,22.6419768342476,"2016-12-04",34.7863849765258
"599",599,18500,426,235,1973,34.4390026714159,13473.0661159692,31.6269157651859,"borde_rio_casa_piedra",2,172.054279594044,-33.383365,-70.576592,"Persona","Persona","T2",18.0954793327095,22.6419768342476,"2017-04-22",43.4272300469484
"600",600,17700,448,320,1969,28.6389669890266,14685.8891613694,32.7810025923424,"borde_rio_casa_piedra",2.421875,163.714201945077,-33.383163,-70.576283,"Persona","Persona","T3",18.0954793327095,19.3703381940956,"2015-08-15",39.5089285714286
"601",601,8428,248,144,1967,29.2095643518958,7103.15223774644,28.6417428941389,"borde_rio_casa_piedra",3,153.291015051089,-33.383444,-70.576085,"Persona","Persona","T4",18.0954793327095,14.9512579139843,"2014-11-06",33.9838709677419
"602",602,14800,370,223,1975,26.0780643976177,12284.5265722306,33.2014231681908,"borde_rio_casa_piedra",2,165.230307506725,-33.384212,-70.577421,"Persona","Persona","T1",18.0954793327095,21.8905136690189,"2016-02-12",40
"603",603,13297,345,135,1975,39,8971.17966506405,26.0034193190262,"borde_rio_casa_piedra",3,153.291015051089,-33.384084,-70.577399,"Persona","Persona","T4",18.0954793327095,15.1877464631883,"2014-12-21",38.5420289855072
"604",604,18000,345,135,1975,44,8962.36884902068,25.9778807217991,"borde_rio_casa_piedra",3,194.959351316001,-33.383966,-70.5774,"Persona","Persona","T1",18.0954793327095,15.1877464631883,"2019-03-30",52.1739130434783
"605",605,24000,582,254,1976,41,16235.5244103127,27.8960900520837,"borde_rio_casa_piedra",2.22834645669291,170.517289945934,-33.38361,-70.577403,"Persona","Persona","T1",18.0954793327095,20.6407454952849,"2017-02-23",41.2371134020619
"606",606,18219,536,282,1983,17.1893598831643,17644.4341905715,32.9187205047976,"borde_rio_casa_piedra",2,170.517289945934,-33.383183,-70.577449,"Persona","Empresa","T1",18.0954793327095,21.8734236556631,"2017-02-01",33.990671641791
"607",607,18000,462,165,1970,47.2121212121212,11728.8020393017,25.3870174010859,"borde_rio_casa_piedra",3,215.258330269028,-33.384128,-70.577101,"Persona","Persona","T1",18.0954793327095,15.1877464631883,"2021-03-07",38.961038961039
"608",608,15351,462,165,1970,43.2848484848485,11703.3803362266,25.3319920697545,"borde_rio_casa_piedra",3,162.786907853474,-33.383979,-70.577103,"Persona","Persona","T2",18.0954793327095,15.1877464631883,"2016-06-08",33.2272727272727
"609",609,20250,480,232,1974,35.6105574897681,12794.1400083895,26.6544583508115,"jardin_del_este",3,200.769821018205,-33.382663,-70.5735,"Persona","Persona","T3",18.0954793327095,14.7530340902483,"2019-07-11",42.1875
"610",610,17864,425,140,1970,48,10583.3366138556,24.9019685031896,"juan_xxiii",3,184.771172717264,-33.382291,-70.57274,"Persona","Persona","T2",18.0954793327095,15.1877464631883,"2018-06-15",42.0329411764706
"611",611,16700,416,275,1968,28.8359236621311,13770.477428931,33.1021092041611,"juan_xxiii",1.84727272727273,141.696082456564,-33.381822,-70.572365,"Persona","Persona","T1",18.0954793327095,20.4275242579795,"2014-02-05",40.1442307692308
"612",612,16102,494,153,1966,46.3312635730726,11950.8729308509,24.1920504673095,"jardin_del_este",3,163.822591438889,-33.382772,-70.573032,"Persona","Persona","T3",18.0954793327095,14.7425915470396,"2016-08-03",32.5951417004049
"613",613,13388,447,181,1971,41.0960451977401,11632.7304056016,26.0240053816591,"jardin_del_este",3,153.291015051089,-33.381977,-70.57455,"Persona","Persona","T4",18.0954793327095,15.1877464631883,"2014-12-03",29.9507829977629
"614",614,25000,480,134,1969,45,11758.0195217967,24.4958740037431,"jardin_del_este",3,153.291015051089,-33.382406,-70.574219,"Persona","Persona","T4",18.0954793327095,15.1877464631883,"2014-12-20",52.0833333333333
"615",615,28000,480,134,1969,51,11758.0195217967,24.4958740037431,"jardin_del_este",3,204.936630465637,-33.382406,-70.574219,"Persona","Persona","T1",18.0954793327095,15.1877464631883,"2020-03-15",58.3333333333333
"616",616,9916,442,164,1971,43.4146341463413,11260.4846568359,25.4762096308505,"jardin_del_este",3,168.293977102397,-33.382123,-70.574223,"Empresa","Persona","T4",18.0954793327095,15.1877464631883,"2016-12-07",22.4343891402715
"617",617,10072,442,164,1971,45.4146341463413,11260.4846568359,25.4762096308505,"jardin_del_este",3,181.339206495466,-33.382123,-70.574223,"Persona","Empresa","T1",18.0954793327095,15.1877464631883,"2018-01-13",22.7873303167421
"618",618,16950,442,247,1975,37.5341844797763,12649.7037849698,28.6192393325109,"jardin_del_este",2.83400809716599,175.239428171678,-33.381989,-70.574232,"Persona","Persona","T3",18.0954793327095,16.1187817401817,"2017-09-24",38.3484162895928
"619",619,9138,580,196,1971,41.8836572121786,15017.9933206415,25.8930919321405,"jardin_del_este",2.28571428571429,141.696082456564,-33.381394,-70.574412,"Persona","Persona","T1",18.0954793327095,20.2397840686469,"2014-03-02",15.7551724137931
"620",620,19500,429,140,1971,49,10766.4223484237,25.0965555907312,"jardin_del_este",3,206.484804267472,-33.382277,-70.575229,"Persona","Persona","T2",18.0954793327095,15.1877464631883,"2020-04-30",45.4545454545455
"621",621,13700,396,140,1971,42.9690537342976,10079.481978639,25.4532373197955,"jardin_del_este",3,153.984522795154,-33.382137,-70.57495,"Persona","Persona","T1",18.0954793327095,15.1877464631883,"2015-01-04",34.5959595959596
"622",622,11212,468,165,1986,28,12505.0619857378,26.7202179182432,"jardin_del_este",2.31515151515151,144.873578331725,-33.381594,-70.57517,"Persona","Persona","T2",18.0954793327095,19.8799848253637,"2014-05-10",23.957264957265
"623",623,21500,448,239,1976,42.1678497362368,12640.3972766287,28.2151724924748,"borde_rio_casa_piedra",2.41422594142259,215.258330269028,-33.382589,-70.575952,"Persona","Persona","T1",18.0954793327095,19.0116952551425,"2021-03-28",47.9910714285714
